Line,Speaker,Text,Date,Party,Location,URL
"156","Rubio","let s see if he answer it","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"157","Trump","I will don t worri about it marco don t worri about it don t worri about it littl marco I will","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"158","Rubio","all right well let s hear it big donald","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"159","Trump","don t worri about it littl marco","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"164","Trump","thi guy ha a number one -- the number one absente record in the unit state","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"166","Trump","He doesn t show up to vote","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"168","Trump","that s whi the peopl in florida do not like him","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"170","Trump","correct","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"172","Trump","depart of educ We re cut common core We re get rid of common core We re bring educ local depart of environment protect We are go to get rid are of it in almost everi form We re go to have littl tidbit left but we re go to take a tremend amount out We have variou other thing If you look at the ir if you look at everi singl agenc we can cut it down and I mean realli cut it down and save the wast fraud and abus is massiv larri kudlow great guy everybodi respect him said my plan for tax and tax cut is the best by far of everybodi","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"174","Trump","OK","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"176","Trump","let me explain someth becaus of the fact that the pharmaceut compani -- becaus of the fact that the pharmaceut compani are not mandat to bid properli they have hundr of billion of dollar in wast We don t bid properli We don t have proper bid procedur the reason we don t is becaus they take care of all of the senat all of the congressman and they don t bid they don t go out to bid","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"178","Trump","take a look -- excus me you are talk about hundr of billion of dollar","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"180","Trump","if we went out to the proper bid Of cours you are","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"182","Trump","I m say save through negoti throughout the economi you will save 300 billion a year","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"184","Trump","and that s a huge -- of cours it is We are go to buy thing for less money Of cours it is that work out","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"186","Trump","I m not onli talk about drug I m talk about other thing We will save 300 billion a year if we properli negoti We don t do that We don t negoti We don t negoti anyth","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"187","Kasich","can I","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"189","Cruz","So my simpl flat tax I have roll out in precis detail how it will oper where everi american can fill out our tax on a postcard and if you want to actual see the postcard see all the detail you can find them on our web site It s tedcruz org when he we get rid of all the corpor welfar all the subsidi all the carve-out in the ir code it dramat simplifi it and under obama the ir ha becom so corrupt and so politic we need to abolish it all togeth now at the end of that there will still be an offic in the treasuri depart to receiv the postcard but it will be dramat simpler and let me take a moment chri to go back to go back to thi exchang that wa go on In between all of the insult let me point out the specif that wa lack It s veri easi to say let s cut wast fraud and abus I ve roll out a detail plan to cut 500 billion in feder spend specifi exactli what I would cut","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"191","Cruz","It s easi to say it but one of the great disconnect to all the peopl all of the voter I understand the folk who are support donald right now you re angri you re angri at washington and he use angri rhetor but for 40 year donald ha been part of the corrupt in washington that you re angri about","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"193","Cruz","and you re not go to stop the corrupt in washington by support someon who ha support liber democrat for four decad from jimmi carter to john kerri to hillari clinton you re not go to stop the corrupt and the cronyism by support someon who ha use govern power for privat gain instead we need a presid who stand with the american peopl","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"196","Trump","well all of a sudden I hear for 40 year I ve been involv in washington I have been support peopl for mani year and these peopl have been politician and they ve been on both side democrat republican liber conserv I ve support everybodi becaus until recent I wasn t a politician and I hope mayb you don t all consid me a politician right now I hate the term politician but I ve been support politician A recent articl somewher said donald trump is a world-class businessman who goe out and he doe get along with everybodi I ve support democrat and I ve support republican and as a businessman I owe that to my compani to my famili to my worker to everybodi to get along part of the problem we have in washington chri","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"198","Trump","is it s total gridlock nobodi get along We need peopl to get along We need to be abl to get thing done","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"201","Kasich","well well wait a minut first of all I didn t say I wa for an increas in the feder minimum wage I said in ohio we increas it modestli everi singl year So I m not for a feder minimum wage increas","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
